person_id,date,type,counterparty_type,status,amount
USR_6531D56D,2025-08-16,P2P,FRIEND,SUCCESS,571.97
USR_6531D56D,2025-11-02,P2P,FRIEND,SUCCESS,593.75
USR_6531D56D,2025-09-03,P2M,MERCHANT,SUCCESS,1411.59
USR_6531D56D,2025-12-11,P2M,MERCHANT,SUCCESS,1345.84
USR_6531D56D,2025-09-14,P2P,FRIEND,SUCCESS,726.96
USR_6531D56D,2025-06-24,P2P,FRIEND,SUCCESS,1063.96
USR_6531D56D,2025-09-21,P2P,FRIEND,SUCCESS,1858.37
USR_6531D56D,2025-02-06,P2P,FRIEND,SUCCESS,243.41
USR_6531D56D,2025-12-02,P2M,MERCHANT,SUCCESS,226.41
USR_6531D56D,2025-12-30,P2P,FRIEND,SUCCESS,1005.15
USR_6531D56D,2025-02-05,P2P,FRIEND,SUCCESS,828.61
USR_6531D56D,2025-02-27,P2P,FRIEND,SUCCESS,1258.25
USR_6531D56D,2025-01-30,P2M,MERCHANT,SUCCESS,359.59
USR_6531D56D,2025-04-02,P2P,FRIEND,SUCCESS,30.21
USR_6531D56D,2025-12-08,P2M,MERCHANT,SUCCESS,1848.47
USR_6531D56D,2025-08-30,P2M,MERCHANT,SUCCESS,1287.67
USR_6531D56D,2025-11-05,P2M,MERCHANT,SUCCESS,392.66
USR_6531D56D,2025-04-27,P2P,FRIEND,SUCCESS,372.18
USR_6531D56D,2025-09-06,P2P,FRIEND,SUCCESS,910.98
USR_6531D56D,2025-03-17,P2M,MERCHANT,SUCCESS,304.8
USR_6531D56D,2025-03-10,P2P,FRIEND,SUCCESS,320.92
USR_6531D56D,2025-12-16,P2M,MERCHANT,SUCCESS,1143.1
USR_6531D56D,2025-06-21,P2M,MERCHANT,SUCCESS,247.09
USR_6531D56D,2025-12-03,P2M,MERCHANT,SUCCESS,1037.35
USR_6531D56D,2025-01-11,P2M,MERCHANT,SUCCESS,919.27
USR_6531D56D,2025-11-16,P2P,FRIEND,SUCCESS,166.32
USR_6531D56D,2025-05-30,P2M,MERCHANT,SUCCESS,1774.4
USR_6531D56D,2025-01-21,P2M,MERCHANT,SUCCESS,1015.95
USR_6531D56D,2025-07-05,P2M,MERCHANT,SUCCESS,1446.61
USR_6531D56D,2025-08-28,P2M,MERCHANT,SUCCESS,120.81
USR_6531D56D,2025-12-18,P2P,FRIEND,SUCCESS,520.25
USR_6531D56D,2025-10-15,P2P,FRIEND,SUCCESS,1553.44
USR_6531D56D,2025-08-23,P2M,MERCHANT,SUCCESS,146.09
USR_6531D56D,2025-02-11,P2M,MERCHANT,FAILED,187.49
USR_6531D56D,2025-03-21,P2M,MERCHANT,FAILED,451.78
USR_6531D56D,2025-01-28,P2P,FRIEND,SUCCESS,1322.03
USR_6531D56D,2025-03-06,P2M,MERCHANT,SUCCESS,1381.65
USR_6531D56D,2025-09-29,P2M,MERCHANT,SUCCESS,985.0
USR_6531D56D,2025-08-05,P2M,MERCHANT,SUCCESS,1979.09
USR_6531D56D,2025-04-08,P2M,MERCHANT,SUCCESS,505.29
USR_6531D56D,2025-02-16,P2P,FRIEND,SUCCESS,360.76
USR_6531D56D,2025-08-30,P2P,FRIEND,SUCCESS,1609.5
USR_6531D56D,2025-10-15,P2M,MERCHANT,SUCCESS,221.95
USR_6531D56D,2025-08-13,P2M,MERCHANT,SUCCESS,1630.85
USR_6531D56D,2025-10-12,P2P,FRIEND,SUCCESS,455.49
USR_6531D56D,2025-01-19,P2M,MERCHANT,SUCCESS,910.5
USR_6531D56D,2025-09-28,P2M,MERCHANT,SUCCESS,753.9
USR_6531D56D,2025-08-14,P2M,MERCHANT,SUCCESS,1452.0
USR_62542950,2025-02-07,P2P,FRIEND,SUCCESS,266.34
USR_62542950,2025-01-06,P2M,MERCHANT,SUCCESS,54.8
USR_84B0D8F2,2025-10-28,P2M,MERCHANT,SUCCESS,1220.57
USR_84B0D8F2,2025-08-17,P2P,FRIEND,SUCCESS,279.24
USR_84B0D8F2,2025-06-13,P2P,FRIEND,SUCCESS,1590.47
USR_84B0D8F2,2025-02-13,P2M,MERCHANT,SUCCESS,229.2
USR_84B0D8F2,2025-07-26,P2P,FRIEND,SUCCESS,882.81
USR_84B0D8F2,2025-04-19,P2M,MERCHANT,SUCCESS,685.83
USR_84B0D8F2,2025-03-22,P2P,FRIEND,SUCCESS,502.63
USR_84B0D8F2,2025-07-15,P2P,FRIEND,SUCCESS,756.43
USR_84B0D8F2,2025-03-11,P2M,MERCHANT,SUCCESS,1628.01
USR_84B0D8F2,2025-02-07,P2M,MERCHANT,SUCCESS,1583.14
USR_84B0D8F2,2025-01-29,P2P,FRIEND,SUCCESS,1221.49
USR_84B0D8F2,2025-10-08,P2M,MERCHANT,SUCCESS,455.95
USR_84B0D8F2,2025-09-01,P2P,FRIEND,SUCCESS,1090.13
USR_84B0D8F2,2025-11-14,P2M,MERCHANT,SUCCESS,1179.75
USR_84B0D8F2,2025-06-07,P2P,FRIEND,SUCCESS,786.2
USR_84B0D8F2,2025-05-05,P2P,FRIEND,FAILED,1770.11
USR_84B0D8F2,2025-04-17,P2M,MERCHANT,SUCCESS,223.04
USR_84B0D8F2,2025-02-16,P2P,FRIEND,SUCCESS,209.86
USR_84B0D8F2,2025-06-06,P2P,FRIEND,SUCCESS,992.66
USR_84B0D8F2,2025-06-18,P2P,FRIEND,SUCCESS,1626.52
USR_84B0D8F2,2025-07-02,P2M,MERCHANT,SUCCESS,797.52
USR_84B0D8F2,2025-05-19,P2P,FRIEND,SUCCESS,881.08
USR_84B0D8F2,2025-01-05,P2P,FRIEND,SUCCESS,919.71
USR_84B0D8F2,2025-02-21,P2M,MERCHANT,SUCCESS,1342.34
USR_84B0D8F2,2025-10-05,P2M,MERCHANT,SUCCESS,216.21
USR_84B0D8F2,2025-12-09,P2P,FRIEND,SUCCESS,54.37
USR_84B0D8F2,2025-03-03,P2M,MERCHANT,FAILED,1266.51
USR_84B0D8F2,2025-05-16,P2P,FRIEND,SUCCESS,912.02
USR_84B0D8F2,2025-11-17,P2M,MERCHANT,SUCCESS,1087.03
USR_84B0D8F2,2025-08-02,P2M,MERCHANT,SUCCESS,1159.6
USR_84B0D8F2,2025-01-29,P2M,MERCHANT,SUCCESS,1347.15
USR_84B0D8F2,2025-06-28,P2M,MERCHANT,SUCCESS,1831.26
USR_84B0D8F2,2025-12-04,P2M,MERCHANT,SUCCESS,958.01
USR_84B0D8F2,2025-02-04,P2M,MERCHANT,SUCCESS,1430.47
USR_84B0D8F2,2025-04-22,P2M,MERCHANT,SUCCESS,1191.59
USR_84B0D8F2,2025-08-07,P2M,MERCHANT,SUCCESS,669.43
USR_84B0D8F2,2025-09-19,P2M,MERCHANT,SUCCESS,1112.01
USR_84B0D8F2,2025-05-20,P2M,MERCHANT,SUCCESS,1085.88
USR_84B0D8F2,2025-03-19,P2M,MERCHANT,SUCCESS,1073.61
USR_84B0D8F2,2025-07-04,P2M,MERCHANT,SUCCESS,1881.29
USR_84B0D8F2,2025-02-20,P2M,MERCHANT,SUCCESS,1258.49
USR_84B0D8F2,2025-02-24,P2M,MERCHANT,SUCCESS,1636.05
USR_84B0D8F2,2025-06-07,P2P,FRIEND,SUCCESS,283.81
USR_84B0D8F2,2025-06-04,P2M,MERCHANT,SUCCESS,45.72
USR_84B0D8F2,2025-08-23,P2P,FRIEND,SUCCESS,538.56
USR_84B0D8F2,2025-07-21,P2M,MERCHANT,SUCCESS,989.74
USR_84B0D8F2,2025-05-24,P2M,MERCHANT,SUCCESS,1319.82
USR_84B0D8F2,2025-12-20,P2M,MERCHANT,SUCCESS,371.86
USR_84B0D8F2,2025-08-10,P2M,MERCHANT,SUCCESS,1360.21
USR_84B0D8F2,2025-01-17,P2M,MERCHANT,SUCCESS,1311.5
USR_84B0D8F2,2025-08-31,P2M,MERCHANT,SUCCESS,1848.17
USR_84B0D8F2,2025-10-24,P2M,MERCHANT,SUCCESS,170.73
USR_84B0D8F2,2025-09-08,P2M,MERCHANT,SUCCESS,1331.14
USR_84B0D8F2,2025-12-17,P2M,MERCHANT,SUCCESS,893.18
USR_84B0D8F2,2025-08-01,P2M,MERCHANT,SUCCESS,1359.46
USR_84B0D8F2,2025-11-13,P2M,MERCHANT,SUCCESS,744.24
USR_84B0D8F2,2025-12-23,P2M,MERCHANT,SUCCESS,1301.92
USR_335D72A3,2025-12-19,P2M,MERCHANT,SUCCESS,407.45
USR_335D72A3,2025-12-15,P2P,FRIEND,SUCCESS,287.88
USR_335D72A3,2025-07-23,P2P,FRIEND,SUCCESS,666.77
USR_335D72A3,2025-04-06,P2P,FRIEND,SUCCESS,627.45
USR_335D72A3,2025-12-13,P2M,MERCHANT,SUCCESS,114.03
USR_335D72A3,2025-05-10,P2M,MERCHANT,SUCCESS,1516.25
USR_335D72A3,2025-03-31,P2M,MERCHANT,SUCCESS,1570.65
USR_335D72A3,2025-01-17,P2M,MERCHANT,SUCCESS,1242.89
USR_335D72A3,2025-09-14,P2M,MERCHANT,SUCCESS,1926.01
USR_335D72A3,2025-11-30,P2M,MERCHANT,SUCCESS,194.76
USR_335D72A3,2025-11-06,P2M,MERCHANT,SUCCESS,883.65
USR_335D72A3,2025-07-05,P2M,MERCHANT,SUCCESS,921.57
USR_335D72A3,2025-10-06,P2M,MERCHANT,SUCCESS,1968.99
USR_335D72A3,2025-06-25,P2M,MERCHANT,FAILED,1661.71
USR_335D72A3,2025-05-06,P2M,MERCHANT,SUCCESS,1537.84
USR_335D72A3,2025-09-07,P2P,FRIEND,SUCCESS,1146.46
USR_335D72A3,2025-03-15,P2M,MERCHANT,SUCCESS,1719.04
USR_335D72A3,2025-03-12,P2P,FRIEND,SUCCESS,833.29
USR_335D72A3,2025-03-09,P2M,MERCHANT,SUCCESS,339.85
USR_335D72A3,2025-08-17,P2P,FRIEND,SUCCESS,1895.47
USR_335D72A3,2025-12-09,P2P,FRIEND,SUCCESS,894.29
USR_335D72A3,2025-05-17,P2M,MERCHANT,SUCCESS,498.94
USR_335D72A3,2025-05-17,P2P,FRIEND,SUCCESS,1927.33
USR_335D72A3,2025-01-07,P2M,MERCHANT,SUCCESS,1389.98
USR_335D72A3,2025-03-03,P2P,FRIEND,SUCCESS,1122.41
USR_335D72A3,2025-11-25,P2P,FRIEND,SUCCESS,1148.51
USR_335D72A3,2025-05-23,P2M,MERCHANT,SUCCESS,374.25
USR_335D72A3,2025-12-28,P2P,FRIEND,SUCCESS,597.24
USR_335D72A3,2025-12-31,P2M,MERCHANT,SUCCESS,119.23
USR_335D72A3,2025-04-26,P2P,FRIEND,SUCCESS,1739.06
USR_335D72A3,2025-11-19,P2M,MERCHANT,SUCCESS,1154.51
USR_335D72A3,2025-01-11,P2P,FRIEND,SUCCESS,948.92
USR_335D72A3,2025-12-10,P2M,MERCHANT,SUCCESS,1696.07
USR_335D72A3,2025-07-17,P2M,MERCHANT,SUCCESS,1321.77
USR_335D72A3,2025-03-06,P2M,MERCHANT,SUCCESS,661.93
USR_335D72A3,2025-02-12,P2M,MERCHANT,SUCCESS,1240.42
USR_335D72A3,2025-07-19,P2M,MERCHANT,SUCCESS,374.23
USR_335D72A3,2025-10-17,P2M,MERCHANT,SUCCESS,1492.16
USR_335D72A3,2025-08-26,P2M,MERCHANT,SUCCESS,327.3
USR_335D72A3,2025-12-22,P2M,MERCHANT,SUCCESS,478.71
USR_335D72A3,2025-02-24,P2M,MERCHANT,SUCCESS,669.14
USR_335D72A3,2025-11-22,P2P,FRIEND,SUCCESS,374.01
USR_335D72A3,2025-07-30,P2P,FRIEND,SUCCESS,1628.24
USR_335D72A3,2025-12-19,P2M,MERCHANT,SUCCESS,358.38
USR_335D72A3,2025-11-26,P2P,FRIEND,SUCCESS,1272.95
USR_6E24E8FE,2025-06-29,P2P,FRIEND,SUCCESS,1403.98
USR_6E24E8FE,2025-12-19,P2P,FRIEND,SUCCESS,1863.95
USR_6E24E8FE,2025-08-21,P2M,MERCHANT,SUCCESS,1521.92
USR_6E24E8FE,2025-11-15,P2M,MERCHANT,SUCCESS,473.73
USR_6E24E8FE,2025-04-20,P2M,MERCHANT,SUCCESS,627.34
USR_6E24E8FE,2025-05-01,P2M,MERCHANT,SUCCESS,178.07
USR_4308C6FB,2025-09-09,P2P,FRIEND,FAILED,952.99
USR_4308C6FB,2025-07-10,P2M,MERCHANT,SUCCESS,74.4
USR_4308C6FB,2025-09-10,P2P,FRIEND,SUCCESS,808.97
USR_4308C6FB,2025-08-13,P2M,MERCHANT,SUCCESS,1245.38
USR_4308C6FB,2025-11-13,P2M,MERCHANT,SUCCESS,1692.94
USR_4308C6FB,2025-11-10,P2M,MERCHANT,SUCCESS,934.19
USR_4308C6FB,2025-09-05,P2M,MERCHANT,SUCCESS,1130.93
USR_4308C6FB,2025-06-06,P2P,FRIEND,SUCCESS,633.54
USR_4308C6FB,2025-05-13,P2M,MERCHANT,SUCCESS,709.4
USR_4308C6FB,2025-01-09,P2P,FRIEND,SUCCESS,67.11
USR_4308C6FB,2025-02-05,P2M,MERCHANT,SUCCESS,506.06
USR_4308C6FB,2025-10-07,P2M,MERCHANT,SUCCESS,628.2
USR_4308C6FB,2025-05-05,P2M,MERCHANT,SUCCESS,1883.31
USR_4308C6FB,2025-12-03,P2M,MERCHANT,SUCCESS,125.08
USR_4308C6FB,2025-08-05,P2M,MERCHANT,SUCCESS,1117.27
USR_4308C6FB,2025-12-29,P2M,MERCHANT,SUCCESS,506.18
USR_4308C6FB,2025-08-25,P2M,MERCHANT,SUCCESS,1436.32
USR_4308C6FB,2025-12-29,P2P,FRIEND,SUCCESS,92.05
USR_4308C6FB,2025-05-17,P2M,MERCHANT,SUCCESS,1525.84
USR_4308C6FB,2025-04-18,P2M,MERCHANT,SUCCESS,366.93
USR_4308C6FB,2025-09-27,P2M,MERCHANT,SUCCESS,1303.67
USR_4308C6FB,2025-01-12,P2M,MERCHANT,SUCCESS,1570.66
USR_4308C6FB,2025-05-12,P2M,MERCHANT,SUCCESS,1351.65
USR_4308C6FB,2025-09-08,P2M,MERCHANT,SUCCESS,550.31
USR_4308C6FB,2025-12-28,P2M,MERCHANT,SUCCESS,102.63
USR_4308C6FB,2025-08-16,P2M,MERCHANT,SUCCESS,1439.92
USR_4308C6FB,2025-12-08,P2P,FRIEND,SUCCESS,1317.32
USR_4308C6FB,2025-08-18,P2M,MERCHANT,SUCCESS,699.91
USR_4308C6FB,2025-08-08,P2M,MERCHANT,SUCCESS,391.29
USR_4308C6FB,2025-04-25,P2M,MERCHANT,SUCCESS,1771.22
USR_4308C6FB,2025-09-14,P2M,MERCHANT,SUCCESS,844.85
USR_4308C6FB,2025-07-26,P2P,FRIEND,SUCCESS,1404.32
USR_4308C6FB,2025-07-07,P2M,MERCHANT,SUCCESS,1410.19
USR_4308C6FB,2025-01-15,P2M,MERCHANT,SUCCESS,75.71
USR_4308C6FB,2025-04-12,P2M,MERCHANT,SUCCESS,30.53
USR_4308C6FB,2025-02-24,P2P,FRIEND,SUCCESS,660.92
USR_4308C6FB,2025-09-27,P2M,MERCHANT,SUCCESS,1655.18
USR_4308C6FB,2025-07-20,P2M,MERCHANT,FAILED,408.25
USR_4308C6FB,2025-09-23,P2M,MERCHANT,SUCCESS,556.52
USR_4308C6FB,2025-01-06,P2M,MERCHANT,SUCCESS,719.29
USR_4308C6FB,2025-04-14,P2P,FRIEND,SUCCESS,1538.99
USR_4308C6FB,2025-02-16,P2M,MERCHANT,SUCCESS,1382.7
USR_4308C6FB,2025-12-16,P2M,MERCHANT,SUCCESS,1502.65
USR_4308C6FB,2025-03-24,P2P,FRIEND,SUCCESS,976.56
USR_4308C6FB,2025-07-29,P2M,MERCHANT,SUCCESS,575.0
USR_4308C6FB,2025-02-12,P2M,MERCHANT,SUCCESS,1254.36
USR_4308C6FB,2025-12-11,P2P,FRIEND,SUCCESS,1529.75
USR_4308C6FB,2025-10-11,P2M,MERCHANT,SUCCESS,24.19
USR_4308C6FB,2025-04-28,P2M,MERCHANT,SUCCESS,1234.54
USR_4308C6FB,2025-01-29,P2M,MERCHANT,SUCCESS,180.31
USR_4308C6FB,2025-11-30,P2M,MERCHANT,SUCCESS,346.79
USR_4308C6FB,2025-07-17,P2P,FRIEND,SUCCESS,667.4
USR_4308C6FB,2025-08-27,P2P,FRIEND,SUCCESS,1314.27
USR_4308C6FB,2025-08-14,P2M,MERCHANT,SUCCESS,1748.45
USR_4308C6FB,2025-03-11,P2P,FRIEND,SUCCESS,1804.96
USR_4308C6FB,2025-09-23,P2M,MERCHANT,SUCCESS,1641.83
USR_4308C6FB,2025-08-26,P2M,MERCHANT,SUCCESS,1535.94
USR_4308C6FB,2025-02-16,P2M,MERCHANT,SUCCESS,1676.36
USR_821443F7,2025-06-20,P2M,MERCHANT,SUCCESS,1994.65
USR_821443F7,2025-09-06,P2P,FRIEND,SUCCESS,255.35
USR_821443F7,2025-12-26,P2M,MERCHANT,SUCCESS,595.3
USR_821443F7,2025-11-16,P2M,MERCHANT,SUCCESS,52.5
USR_821443F7,2025-12-17,P2M,MERCHANT,SUCCESS,271.44
USR_821443F7,2025-06-24,P2M,MERCHANT,SUCCESS,249.57
USR_821443F7,2025-07-12,P2M,MERCHANT,SUCCESS,727.94
USR_821443F7,2025-11-16,P2P,FRIEND,SUCCESS,1448.12
USR_821443F7,2025-05-12,P2M,MERCHANT,SUCCESS,770.09
USR_821443F7,2025-07-08,P2P,FRIEND,SUCCESS,1049.35
USR_821443F7,2025-10-07,P2M,MERCHANT,SUCCESS,647.02
USR_821443F7,2025-02-07,P2M,MERCHANT,SUCCESS,379.14
USR_821443F7,2025-11-11,P2P,FRIEND,SUCCESS,414.23
USR_821443F7,2025-03-02,P2M,MERCHANT,SUCCESS,1003.49
USR_821443F7,2025-09-30,P2P,FRIEND,SUCCESS,472.87
USR_821443F7,2025-12-18,P2M,MERCHANT,SUCCESS,1467.2
USR_821443F7,2025-12-04,P2M,MERCHANT,SUCCESS,1835.83
USR_821443F7,2025-04-21,P2M,MERCHANT,SUCCESS,1445.3
USR_821443F7,2025-12-27,P2M,MERCHANT,SUCCESS,1212.71
USR_821443F7,2025-08-18,P2M,MERCHANT,SUCCESS,1878.53
USR_821443F7,2025-02-28,P2P,FRIEND,SUCCESS,537.5
USR_821443F7,2025-11-10,P2M,MERCHANT,FAILED,1266.55
USR_821443F7,2025-01-09,P2P,FRIEND,SUCCESS,916.54
USR_821443F7,2025-02-23,P2M,MERCHANT,SUCCESS,973.07
USR_821443F7,2025-08-27,P2M,MERCHANT,SUCCESS,1893.99
USR_821443F7,2025-07-19,P2M,MERCHANT,SUCCESS,615.11
USR_821443F7,2025-12-19,P2M,MERCHANT,SUCCESS,284.39
USR_821443F7,2025-03-09,P2M,MERCHANT,FAILED,838.28
USR_821443F7,2025-07-20,P2P,FRIEND,SUCCESS,36.75
USR_821443F7,2025-12-14,P2M,MERCHANT,SUCCESS,304.69
USR_821443F7,2025-04-18,P2P,FRIEND,SUCCESS,1761.31
USR_821443F7,2025-05-20,P2M,MERCHANT,SUCCESS,73.89
USR_821443F7,2025-06-04,P2M,MERCHANT,SUCCESS,744.29
USR_821443F7,2025-09-09,P2P,FRIEND,FAILED,418.14
USR_821443F7,2025-09-26,P2M,MERCHANT,SUCCESS,1216.5
USR_821443F7,2025-02-25,P2M,MERCHANT,SUCCESS,1881.3
USR_821443F7,2025-06-02,P2M,MERCHANT,SUCCESS,1557.42
USR_821443F7,2025-01-22,P2M,MERCHANT,SUCCESS,1223.56
USR_821443F7,2025-03-03,P2P,FRIEND,SUCCESS,713.77
USR_821443F7,2025-10-31,P2M,MERCHANT,SUCCESS,902.9
USR_821443F7,2025-02-07,P2M,MERCHANT,SUCCESS,211.38
USR_821443F7,2025-05-23,P2P,FRIEND,SUCCESS,1183.85
USR_821443F7,2025-07-30,P2P,FRIEND,SUCCESS,1144.34
USR_821443F7,2025-06-02,P2M,MERCHANT,SUCCESS,1630.22
USR_821443F7,2025-05-02,P2M,MERCHANT,SUCCESS,1598.39
USR_821443F7,2025-07-01,P2M,MERCHANT,SUCCESS,99.45
USR_821443F7,2025-07-11,P2P,FRIEND,SUCCESS,375.57
USR_821443F7,2025-01-16,P2P,FRIEND,SUCCESS,1388.46
USR_821443F7,2025-01-26,P2P,FRIEND,SUCCESS,1960.26
USR_821443F7,2025-04-19,P2M,MERCHANT,SUCCESS,200.59
USR_821443F7,2025-10-05,P2M,MERCHANT,SUCCESS,879.2
USR_821443F7,2025-04-30,P2M,MERCHANT,SUCCESS,1764.34
USR_821443F7,2025-10-07,P2M,MERCHANT,FAILED,1714.77
USR_821443F7,2025-07-05,P2M,MERCHANT,SUCCESS,1423.65
USR_821443F7,2025-08-24,P2P,FRIEND,SUCCESS,181.96
USR_821443F7,2025-04-06,P2M,MERCHANT,SUCCESS,1266.43
USR_821443F7,2025-12-02,P2P,FRIEND,SUCCESS,406.17
USR_821443F7,2025-11-05,P2P,FRIEND,SUCCESS,1793.95
USR_821443F7,2025-12-18,P2P,FRIEND,FAILED,192.06
USR_821443F7,2025-03-20,P2M,MERCHANT,SUCCESS,292.11
USR_821443F7,2025-11-25,P2M,MERCHANT,SUCCESS,139.76
USR_821443F7,2025-11-30,P2M,MERCHANT,SUCCESS,1042.39
USR_821443F7,2025-12-30,P2M,MERCHANT,SUCCESS,1553.46
USR_821443F7,2025-03-28,P2M,MERCHANT,SUCCESS,540.39
USR_821443F7,2025-04-19,P2P,FRIEND,SUCCESS,295.49
USR_821443F7,2025-05-23,P2M,MERCHANT,SUCCESS,1593.82
USR_821443F7,2025-02-18,P2M,MERCHANT,SUCCESS,498.17
USR_821443F7,2025-11-03,P2M,MERCHANT,SUCCESS,1517.53
USR_821443F7,2025-09-02,P2P,FRIEND,SUCCESS,267.69
USR_821443F7,2025-10-01,P2P,FRIEND,SUCCESS,1908.14
USR_AA5D9018,2025-11-25,P2M,MERCHANT,SUCCESS,1025.51
USR_AA5D9018,2025-07-05,P2P,FRIEND,SUCCESS,1351.46
USR_AA5D9018,2025-06-13,P2M,MERCHANT,SUCCESS,1946.18
USR_AA5D9018,2025-05-24,P2M,MERCHANT,SUCCESS,1145.24
USR_AA5D9018,2025-12-26,P2P,FRIEND,SUCCESS,1434.3
USR_AA5D9018,2025-07-08,P2P,FRIEND,SUCCESS,1131.21
USR_AA5D9018,2025-02-11,P2M,MERCHANT,SUCCESS,1204.89
USR_AA5D9018,2025-01-11,P2M,MERCHANT,SUCCESS,443.33
USR_AA5D9018,2025-12-06,P2P,FRIEND,SUCCESS,194.71
USR_AA5D9018,2025-04-05,P2P,FRIEND,SUCCESS,1401.88
USR_AA5D9018,2025-08-24,P2M,MERCHANT,SUCCESS,1114.67
USR_AA5D9018,2025-01-15,P2M,MERCHANT,SUCCESS,139.18
USR_AA5D9018,2025-03-17,P2M,MERCHANT,SUCCESS,132.72
USR_AA5D9018,2025-03-02,P2M,MERCHANT,SUCCESS,839.45
USR_AA5D9018,2025-01-28,P2M,MERCHANT,SUCCESS,478.42
USR_AA5D9018,2025-02-27,P2M,MERCHANT,FAILED,87.74
USR_AA5D9018,2025-04-29,P2P,FRIEND,SUCCESS,831.82
USR_AA5D9018,2025-06-13,P2M,MERCHANT,SUCCESS,1288.9
USR_AA5D9018,2025-05-04,P2M,MERCHANT,SUCCESS,992.2
USR_AA5D9018,2025-07-16,P2P,FRIEND,SUCCESS,612.12
USR_AA5D9018,2025-05-05,P2M,MERCHANT,SUCCESS,1327.79
USR_AA5D9018,2025-01-16,P2M,MERCHANT,SUCCESS,756.48
USR_AA5D9018,2025-05-15,P2P,FRIEND,SUCCESS,1275.04
USR_AA5D9018,2025-06-29,P2M,MERCHANT,SUCCESS,1521.27
USR_AA5D9018,2025-01-23,P2M,MERCHANT,SUCCESS,944.93
USR_AA5D9018,2025-03-27,P2M,MERCHANT,SUCCESS,1750.75
USR_AA5D9018,2025-04-29,P2M,MERCHANT,SUCCESS,1952.01
USR_AA5D9018,2025-05-21,P2P,FRIEND,SUCCESS,1795.3
USR_AA5D9018,2025-10-05,P2M,MERCHANT,SUCCESS,1024.0
USR_87B91F1C,2025-04-21,P2M,MERCHANT,SUCCESS,1558.71
USR_87B91F1C,2025-10-18,P2P,FRIEND,SUCCESS,1067.54
USR_87B91F1C,2025-08-20,P2M,MERCHANT,SUCCESS,761.78
USR_87B91F1C,2025-04-12,P2M,MERCHANT,SUCCESS,847.66
USR_87B91F1C,2025-05-05,P2P,FRIEND,SUCCESS,333.37
USR_87B91F1C,2025-10-02,P2P,FRIEND,SUCCESS,1236.93
USR_87B91F1C,2025-05-02,P2M,MERCHANT,SUCCESS,1131.75
USR_87B91F1C,2025-05-29,P2M,MERCHANT,SUCCESS,1469.72
USR_87B91F1C,2025-08-06,P2M,MERCHANT,SUCCESS,81.62
USR_87B91F1C,2025-09-09,P2M,MERCHANT,SUCCESS,1609.33
USR_87B91F1C,2025-07-19,P2M,MERCHANT,SUCCESS,48.61
USR_87B91F1C,2025-02-15,P2M,MERCHANT,SUCCESS,937.38
USR_FF0AB7B1,2025-06-18,P2P,FRIEND,SUCCESS,1516.93
USR_FF0AB7B1,2025-06-19,P2M,MERCHANT,SUCCESS,613.76
USR_FF0AB7B1,2025-07-08,P2P,FRIEND,SUCCESS,1455.21
USR_FF0AB7B1,2025-01-22,P2P,FRIEND,SUCCESS,226.92
USR_FF0AB7B1,2025-07-04,P2M,MERCHANT,SUCCESS,1339.16
USR_FF0AB7B1,2025-03-11,P2M,MERCHANT,SUCCESS,373.58
USR_FF0AB7B1,2025-11-15,P2M,MERCHANT,SUCCESS,975.68
