person_id,income_regularity,gig_income_consistency,late_bill_payment_rate,avg_days_late,spending_volatility,spending_to_income_ratio,income_month_count,gig_income_month_count,has_income,has_gig_income,has_income_observations,has_gig_income_observations,is_thin_data,avg_monthly_upi_count,avg_monthly_upi_volume,upi_failed_rate,p2p_to_p2m_ratio,gst_on_time_rate,gst_avg_days_late,gst_turnover_trend,has_gst_data,psychometric_discipline_score,psychometric_score_variance,avg_response_time_seconds,geo_economic_index
USR_01315C5E,0.4380207646748488,0.4380207646748488,0.010526315789473684,4.3513150916523315,1.0721828496019161,2.3972806437139598,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.8333333333333335,3783.129166666667,0.06521739130434782,0.5333333333333333,1.0,0.0,1.0,1.0,0.65,0.9333333333333331,16.702,0.5650061448995058
USR_013E12D2,0.42324854312082033,0.42324854312082033,0.043478260869565216,4.640103070555323,1.1755634124305827,1.898473254734371,5.0,5.0,1.0,1.0,1.0,1.0,0.0,7.166666666666667,7489.375833333334,0.08139534883720931,0.4576271186440678,0.0,15.75,-0.7191302791831172,1.0,0.65,1.3777777777777778,18.366999999999997,0.4304213757967001
USR_014937FB,0.25,0.25,,,0.35,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1129.295,0.0,0.3333333333333333,0.7,0.0,0.0,0.0,0.675,0.4555555555555555,17.514,0.646393900998232
USR_0151B4F3,0.403185802839415,0.403185802839415,0.03225806451612903,5.23503091337006,0.9945113153519562,1.9583954751055277,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.5,777.9333333333334,0.0,2.0,0.7,0.0,0.0,0.0,0.575,0.4555555555555555,17.831000000000003,0.6534983424106178
USR_01570EF6,0.09969813299576001,0.04484906649788001,0.09090909090909091,4.255181625855897,2.4129874177310136,0.6619999941994219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,650.2408333333334,0.0,0.5,0.7,0.0,0.0,0.0,0.525,1.2111111111111112,18.347,0.5171528564253779
USR_016A7F6E,0.5495403276659189,0.5495403276659189,0.017857142857142856,1.1688296679433985,0.6709620358319053,0.29631606169255453,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.015079443396402928,1.0,0.675,0.8999999999999999,18.303,0.3002261628577195
USR_017517CC,0.3940165807691038,0.3940165807691038,0.05454545454545454,4.3728072262016875,1.4180142093065713,1.3065287834570103,4.0,4.0,1.0,1.0,1.0,1.0,0.0,2.5,2617.0491666666667,0.0,0.25,0.7,0.0,0.0,0.0,0.65,0.7111111111111111,19.351000000000003,0.47568136870934624
USR_017C4B2B,0.1088887795833288,0.049444389791664406,0.1111111111111111,3.8607275174480744,1.584125812949072,0.828897136399413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.75,6074.733333333334,0.07246376811594203,0.46808510638297873,0.7,0.0,0.0,0.0,0.65,0.9333333333333336,16.772999999999996,0.48368040141179036
USR_01814AD1,0.3428373669442207,0.3428373669442207,0.05,5.6237552055042554,1.948943085698934,2.1931413318037922,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,426.2925,0.25,0.3333333333333333,0.7,0.0,0.0,0.0,0.675,0.6777777777777777,15.901,0.7712460615271901
USR_0183BF8E,0.4676277575780459,0.4676277575780459,0.022900763358778626,2.2139385246594796,0.630008870609918,2.0207106477686674,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.75,0.4444444444444444,19.403,0.4037962566718447
USR_018E579A,0.09795790545596741,0.0439789527279837,0.2,3.408129429843405,2.1500170896937716,0.7090990140369907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.083333333333333,7246.48,0.047058823529411764,0.26865671641791045,0.7,0.0,0.0,0.0,0.725,1.2111111111111112,16.915000000000003,0.7314557506691257
USR_0191FE6B,0.4370783865786627,0.4370783865786627,0.0449438202247191,5.980637051763899,1.1668593970381709,1.9530264817150063,5.0,5.0,1.0,1.0,1.0,1.0,0.0,7.083333333333333,6502.28,0.058823529411764705,0.46551724137931033,0.7,0.0,0.0,0.0,0.775,1.2111111111111112,7.831,0.3983285698335359
USR_019923C3,0.35767749448365943,0.35767749448365943,0.03571428571428571,4.594600570455701,1.4430522609427248,1.0868765905906723,4.0,4.0,1.0,1.0,1.0,1.0,0.0,4.5,4574.503333333333,0.037037037037037035,0.5,0.7,0.0,0.0,0.0,0.575,0.8999999999999999,18.107,0.37002389715740297
USR_019F19F8,0.25,0.25,,,0.35,1.0,0.0,0.0,,,0.0,0.0,1.0,6.5,6854.758333333334,0.038461538461538464,0.4716981132075472,0.7,0.0,0.0,0.0,0.725,0.3222222222222222,18.386000000000003,0.398303916008642
USR_01A24169,0.40655012460950035,0.3565501246095003,0.06451612903225806,0.40466694095940126,1.7478082884844617,0.9788457264919098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0833333333333335,3012.1625,0.16216216216216217,0.5416666666666666,0.7,0.0,0.0,0.0,0.725,0.7666666666666666,17.223000000000003,0.7210366665742145
USR_01A8DE2C,0.25,0.25,,,0.35,1.0,0.0,0.0,,,0.0,0.0,1.0,3.6666666666666665,3890.0424999999996,0.06818181818181818,0.41935483870967744,0.7,0.0,0.0,0.0,0.475,0.9888888888888887,18.657,0.5251260684411001
USR_01B330EC,0.25,0.25,,,0.35,1.0,0.0,0.0,,,0.0,0.0,1.0,3.25,3233.603333333333,0.0,0.3448275862068966,0.7,0.0,0.0,0.0,0.725,1.2111111111111112,17.535,0.45236454028781203
USR_01C27A4F,0.34277004830784685,0.34277004830784685,0.034482758620689655,4.117372124492557,1.3147224387021421,1.6179970116560982,3.0,3.0,1.0,1.0,1.0,1.0,0.0,2.1666666666666665,1805.8583333333333,0.07692307692307693,0.7333333333333333,0.7,0.0,0.0,0.0,0.975,0.09999999999999999,9.205000000000002,0.5782881204881288
USR_01C5ADFD,0.25,0.25,,,0.35,1.0,0.0,0.0,,,0.0,0.0,1.0,3.9166666666666665,4180.473333333333,0.0425531914893617,0.5161290322580645,1.0,0.0,-0.43773354092770916,1.0,0.775,0.5444444444444444,18.188,0.30976089343071367
USR_01CB2D2F,0.534065109496948,0.534065109496948,0.02459016393442623,1.362800563329897,0.4947656380148962,0.2897180704727652,8.0,8.0,1.0,1.0,1.0,1.0,0.0,7.416666666666667,7546.423333333333,0.0449438202247191,0.5084745762711864,0.7,0.0,0.0,0.0,0.725,0.7666666666666666,17.947000000000003,0.4277346104722525
USR_01CC2781,0.09795790545596741,0.0439789527279837,0.1,1.8822772472139395,1.8620105955774053,0.4699904882152033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,956.7583333333333,0.16666666666666666,0.7142857142857143,1.0,0.0,0.39053521529435453,1.0,0.675,0.6777777777777777,18.102000000000004,0.46146983872131814
USR_01D0048B,0.25,0.25,,,0.35,1.0,0.0,0.0,,,0.0,0.0,1.0,7.583333333333333,7314.679999999999,0.02197802197802198,0.4918032786885246,0.7,0.0,0.0,0.0,0.9,0.7111111111111112,8.901,0.42007051035143045
USR_01E569A0,0.35434376077246843,0.35434376077246843,0.0,0.0,1.2746260708269948,0.21120397044037997,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,448.73166666666674,0.0,0.3333333333333333,0.7,0.0,0.0,0.0,0.65,0.9333333333333331,21.08,0.6421008114848868
USR_01F95933,0.3569509182398523,0.3069509182398523,0.04878048780487805,3.8788444290515605,1.7736910591789001,2.402343693842637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1507.3958333333333,0.06666666666666667,0.5,0.7,0.0,0.0,0.0,0.75,0.6666666666666666,17.750999999999998,0.31424168776671585
USR_01FC330A,0.531503260014542,0.531503260014542,0.03816793893129771,5.085396240201432,0.6978853956678445,1.4222264347898703,9.0,9.0,1.0,1.0,1.0,1.0,0.0,6.5,6164.1675000000005,0.05128205128205128,0.3220338983050847,1.0,0.0,1.0,1.0,1.0,0.0,7.600999999999999,0.42110618197112737
USR_02094391,0.42304809625411355,0.42304809625411355,0.04285714285714286,4.642801013052429,1.2484356698294323,1.4887868168253486,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.416666666666667,4393.931666666667,0.07547169811320754,0.325,1.0,0.0,0.4258712942090583,1.0,0.725,0.9888888888888889,19.81,0.4029046674469433
USR_020BB51E,0.4829088366015622,0.4829088366015622,0.05128205128205128,4.621057706503285,1.1241683816645287,1.2197834474175482,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.7,1.0666666666666669,19.264,0.8530744690735707
USR_0217648D,0.5301250707944295,0.5301250707944295,0.03676470588235294,4.283915050412405,0.7103956070891292,2.247203333602104,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,444.43499999999995,0.0,0.3333333333333333,0.7,0.0,0.0,0.0,0.7,0.8444444444444444,19.017000000000003,0.382147803127326
USR_02235FE0,0.5354785678262758,0.5354785678262758,0.05714285714285714,5.91513744375779,0.6885105364419688,1.4609351486427584,8.0,8.0,1.0,1.0,1.0,1.0,0.0,2.8333333333333335,2956.436666666667,0.029411764705882353,0.36,0.0,18.916666666666668,-0.7812365676088052,1.0,0.875,0.7222222222222222,8.335999999999999,0.5825602339680895
USR_0226E197,0.35300531599054713,0.35300531599054713,0.015625,0.9381395933305584,1.25554072276596,0.4611531879936244,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.85,1.1555555555555554,8.219,0.7377490313308406
USR_0228404E,0.41592994915584997,0.41592994915584997,0.031914893617021274,5.510231534775162,0.79346353537349,2.198346790411338,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,100.69666666666667,0.5,0.0,0.7,0.0,0.0,0.0,0.875,0.9444444444444444,8.295000000000002,0.4817975535954853
USR_022A25EC,0.4112937679080683,0.4112937679080683,0.0,0.0,1.2574322247374004,0.3609169841741615,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,804.14,0.0,0.3333333333333333,0.7,0.0,0.0,0.0,0.45,1.5111111111111113,19.274000000000004,0.9100883341698418
USR_022B3B0B,0.42891971274475676,0.42891971274475676,0.0,0.0,1.247392975552646,1.1485865260342345,5.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2072.043333333333,0.0,0.8461538461538461,1.0,0.0,-0.7514192183839895,1.0,0.55,1.0666666666666669,21.052,0.38087465250283237
USR_023B9D53,0.25,0.25,,,0.35,1.0,0.0,0.0,,,0.0,0.0,1.0,1.25,1746.6758333333335,0.06666666666666667,0.875,1.0,0.0,-0.32798548549960066,1.0,0.775,1.2111111111111112,17.541999999999998,0.4483438505738267
USR_023E7040,0.38516678102527335,0.38516678102527335,0.028985507246376812,0.7119317504735224,1.2312376171819066,0.27670208389801393,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.775,0.5444444444444444,16.96,0.42446195145180354
USR_024A4B91,0.5113720157390159,0.5113720157390159,0.01680672268907563,0.7577146167836493,0.7367428013354691,0.35370728054943956,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,495.58916666666664,0.0,0.14285714285714285,0.7,0.0,0.0,0.0,0.65,1.6,17.494,0.29155061277303607
USR_0251C704,0.4452721212770205,0.4452721212770205,0.028169014084507043,1.726349355011613,1.068547072911538,0.20566503855351348,6.0,6.0,1.0,1.0,1.0,1.0,0.0,3.6666666666666665,3632.004999999999,0.022727272727272728,0.5172413793103449,0.7,0.0,0.0,0.0,0.7,0.6222222222222222,18.747,0.32191770420141325
USR_02534715,0.10278114659230517,0.046390573296152586,0.07692307692307693,4.3646183170572765,2.0054153410149405,0.6620880056708781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3902019109538416,1.0,0.675,0.8999999999999999,16.713,0.44142158288314237
USR_0253E844,0.09795790545596741,0.0439789527279837,0.1,3.7740082044689185,2.1713102886865188,0.470014403147484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.725,0.3222222222222222,15.994,0.4541862215451265
USR_026083E5,0.3814218341119049,0.3814218341119049,0.018867924528301886,7.337651450535011,1.4564709473682846,1.5552375817947106,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.55,1.7333333333333332,20.368,0.27441014572367567
